"STATION","NAME","DATE","DAPR","MDPR","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS","WESF","WT01","WT03"
"USC00043244","FREMONT, CA US","2016-11-06",,,"0.00",,,"70","54","67",,,
"USC00043244","FREMONT, CA US","2016-11-07",,,"0.00",,,"73","55","67",,,
"USC00043244","FREMONT, CA US","2016-11-08",,,"0.00",,,"74","54","72",,,
"USC00043244","FREMONT, CA US","2016-11-09",,,"0.00",,,"75","54","68",,,
"USC00043244","FREMONT, CA US","2016-11-10",,,"0.00",,,"75","53","69",,,
"USC00043244","FREMONT, CA US","2016-11-11",,,"0.00",,,"73","52","68",,,
"USC00043244","FREMONT, CA US","2016-11-12",,,"0.00",,,"73","57","64",,,
"USC00043244","FREMONT, CA US","2016-11-13",,,"0.00",,,"70","51","67",,,
"USC00043244","FREMONT, CA US","2016-11-14",,,"0.00",,,"67","51","63",,,
"USC00043244","FREMONT, CA US","2016-11-16",,,"0.00",,,"60","45","56",,,
"USC00043244","FREMONT, CA US","2016-11-17",,,"0.00",,,"62","40","58",,,
"USC00043244","FREMONT, CA US","2016-11-18",,,"0.00",,,"70","41","68",,,
"USC00043244","FREMONT, CA US","2016-11-19",,,"0.01",,,"68","52","58",,,
"USC00043244","FREMONT, CA US","2016-11-20",,,"0.18",,,"62","54","56",,,
"USC00043244","FREMONT, CA US","2016-11-21",,,"0.01",,,"62","49","58",,,
"USC00043244","FREMONT, CA US","2016-11-22",,,"0.00",,,"62","43","59",,,
"USC00043244","FREMONT, CA US","2016-11-23",,,"0.06",,,"61","47","52",,,
"USC00043244","FREMONT, CA US","2016-11-24",,,"0.00",,,"60","38","57",,,
"USC00043244","FREMONT, CA US","2016-11-25",,,"0.00",,,"60","40","58",,,
"USC00043244","FREMONT, CA US","2016-11-26",,,"0.34",,,"58","48","50",,,
"USC00043244","FREMONT, CA US","2016-11-27",,,"0.36",,,"58","48","53",,,
"USC00043244","FREMONT, CA US","2016-11-28",,,"0.04",,,"58","48","55",,,
"USC00043244","FREMONT, CA US","2016-11-29",,,"0.00",,,"60","39","55",,,
"USC00043244","FREMONT, CA US","2016-11-30",,,"0.02",,,"58","38","52",,,
"USC00043244","FREMONT, CA US","2016-12-01",,,"0.00",,,"61","43","57",,,
"USC00043244","FREMONT, CA US","2016-12-02",,,"0.00",,,"61","54","60",,,
"USC00043244","FREMONT, CA US","2016-12-03",,,"0.00",,,"62","40","58",,,
"USC00043244","FREMONT, CA US","2016-12-04",,,"0.00",,,"59","39","53",,,
"USC00043244","FREMONT, CA US","2016-12-05",,,"0.00",,,"55","49","53",,,
"USC00043244","FREMONT, CA US","2016-12-06",,,"0.00",,,"56","38","52",,,
"USC00043244","FREMONT, CA US","2016-12-07",,,"0.01",,,"53","38","48",,,
"USC00043244","FREMONT, CA US","2016-12-08",,,"0.30",,,"61","44","61",,,
"USC00043244","FREMONT, CA US","2016-12-09",,,"0.02",,,"68","57","62",,,
"USC00043244","FREMONT, CA US","2016-12-10",,,"1.27",,,"66","58","58",,,
"USC00043244","FREMONT, CA US","2016-12-11",,,"0.06",,,"59","45","51",,,
"USC00043244","FREMONT, CA US","2016-12-12",,,"0.00",,,"56","46","53",,,
"USC00043244","FREMONT, CA US","2016-12-13",,,"0.00",,,"59","48","55",,,
"USC00043244","FREMONT, CA US","2016-12-14",,,"0.02",,,"63","51","59",,,
"USC00043244","FREMONT, CA US","2016-12-15",,,"0.25",,,"60","57","58",,,
"USC00043244","FREMONT, CA US","2016-12-16",,,"0.76",,,"58","48","50",,,
"USC00043244","FREMONT, CA US","2016-12-17",,,"0.00",,,"52","32","49",,,
"USC00043244","FREMONT, CA US","2016-12-18",,,"0.00",,,"53","30","47",,,
"USC00043244","FREMONT, CA US","2016-12-19",,,"0.00",,,"54","30","52",,,
"USC00043244","FREMONT, CA US","2016-12-20",,,"0.00",,,"58","35","55",,,
"USC00043244","FREMONT, CA US","2016-12-21",,,"0.00",,,"64","42","61",,,
"USC00043244","FREMONT, CA US","2016-12-22",,,"0.00",,,"62","39","59",,,
"USC00043244","FREMONT, CA US","2016-12-23",,,"0.81",,,"59","43","50",,,
"USC00043244","FREMONT, CA US","2016-12-24",,,"0.00",,,"52","36","49",,,
"USC00043244","FREMONT, CA US","2016-12-25",,,"0.00",,,"54","33","49",,,
"USC00043244","FREMONT, CA US","2016-12-26",,,"0.00",,,"53","36","48",,,
"USC00043244","FREMONT, CA US","2016-12-27",,,"0.00",,,"57","34","49",,,
"USC00043244","FREMONT, CA US","2016-12-28",,,"0.00",,,"62","33","58",,,
"USC00043244","FREMONT, CA US","2016-12-29",,,"0.00",,,"61","35","57",,,
"USC00043244","FREMONT, CA US","2016-12-30",,,"0.00",,,"61","40","57",,,
"USC00043244","FREMONT, CA US","2016-12-31",,,"0.00",,,"57","41","51",,,
"USC00043244","FREMONT, CA US","2017-01-01",,,"0.00",,,"53","39","51",,,
"USC00043244","FREMONT, CA US","2017-01-02",,,"0.07",,,"51","42","49",,,
"USC00043244","FREMONT, CA US","2017-01-03",,,"0.20",,,"53","47","52",,,
"USC00043244","FREMONT, CA US","2017-01-04",,,"0.93",,,"55","51","51",,,
"USC00043244","FREMONT, CA US","2017-01-05",,,"0.30",,,"51","40","48",,,
"USC00043244","FREMONT, CA US","2017-01-06",,,"0.00",,,"50","35","47",,,
"USC00043244","FREMONT, CA US","2017-01-07",,,"0.21",,,"60","42","59",,,
"USC00043244","FREMONT, CA US","2017-01-08",,,"0.76",,,"60","55","58",,,
"USC00043244","FREMONT, CA US","2017-01-09",,,"0.38",,,"58","50","54",,,
"USC00043244","FREMONT, CA US","2017-01-10",,,"0.67",,,"56","52","55",,,
"USC00043244","FREMONT, CA US","2017-01-11",,,"0.35",,,"57","50","52",,,
"USC00043244","FREMONT, CA US","2017-01-12",,,"0.22",,,"53","44","50",,,
"USC00043244","FREMONT, CA US","2017-01-13",,,"0.00",,,"56","37","53",,,
"USC00043244","FREMONT, CA US","2017-01-14",,,"0.00",,,"59","34","54",,,
"USC00043244","FREMONT, CA US","2017-01-15",,,"0.00",,,"54","35","51",,,
"USC00043244","FREMONT, CA US","2017-01-16",,,"0.00",,,"55","36","54",,,
"USC00043244","FREMONT, CA US","2017-01-17",,,"0.00",,,"55","36","51",,,
"USC00043244","FREMONT, CA US","2017-01-18",,,"0.22",,,"52","45","51",,,
"USC00043244","FREMONT, CA US","2017-01-19",,,"0.67",,,"58","47","53",,,
"USC00043244","FREMONT, CA US","2017-01-20",,,"0.69",,,"54","46","50",,,
"USC00043244","FREMONT, CA US","2017-01-21",,,"0.14",,,"55","45","52",,,
"USC00043244","FREMONT, CA US","2017-01-22",,,"0.84",,,"57","48","49",,,
"USC00043244","FREMONT, CA US","2017-01-23",,,"0.27",,,"51","43","48",,,
"USC00043244","FREMONT, CA US","2017-01-24",,,"0.03",,,"53","37","51",,,
"USC00043244","FREMONT, CA US","2017-01-25",,,"0.00",,,"56","36","53",,,
"USC00043244","FREMONT, CA US","2017-01-26",,,"0.00",,,"56","38","54",,,
"USC00043244","FREMONT, CA US","2017-01-27",,,"0.00",,,"59","37","56",,,
"USC00043244","FREMONT, CA US","2017-01-28",,,"0.00",,,"63","36","58",,,
"USC00043244","FREMONT, CA US","2017-01-29",,,"0.00",,,"63","37","61",,,
"USC00043244","FREMONT, CA US","2017-01-30",,,"0.00",,,"62","38","60",,,
"USC00043244","FREMONT, CA US","2017-01-31",,,"0.00",,,"61","38","58",,,
"USC00043244","FREMONT, CA US","2017-02-01",,,"0.00",,,"59","45","56",,,
"USC00043244","FREMONT, CA US","2017-02-02",,,"0.06",,,"64","50","60",,,
"USC00043244","FREMONT, CA US","2017-02-03",,,"0.26",,,"64","55","59",,,
"USC00043244","FREMONT, CA US","2017-02-04",,,"0.00",,,"63","53","59",,,
"USC00043244","FREMONT, CA US","2017-02-05",,,"0.00",,,"60","46","57",,,
"USC00043244","FREMONT, CA US","2017-02-06",,,"0.31",,,"59","52","58",,,
"USC00043244","FREMONT, CA US","2017-02-07",,,"0.80",,,"61","53","59",,,
"USC00043244","FREMONT, CA US","2017-02-08",,,"0.15",,,"64","56","63",,,
"USC00043244","FREMONT, CA US","2017-02-09",,,"0.58",,,"64","58","58",,,
"USC00043244","FREMONT, CA US","2017-02-10",,,"0.14",,,"62","55","59",,,
"USC00043244","FREMONT, CA US","2017-02-11",,,"0.00",,,"59","42","58",,,
"USC00043244","FREMONT, CA US","2017-02-12",,,"0.00",,,"64","41","62",,,
"USC00043244","FREMONT, CA US","2017-02-13",,,"0.00",,,"62","41","59",,,
"USC00043244","FREMONT, CA US","2017-02-14",,,"0.00",,,"69","44","63",,,
"USC00043244","FREMONT, CA US","2017-02-15",,,"0.00",,,"69","49","69",,,
"USC00043244","FREMONT, CA US","2017-02-16",,,"0.12",,,"69","54","61",,,
"USC00043244","FREMONT, CA US","2017-02-17",,,"0.22",,,"61","52","55",,,
"USC00043244","FREMONT, CA US","2017-02-18",,,"0.67",,,"56","50","52",,,
"USC00043244","FREMONT, CA US","2017-02-19",,,"0.03",,,"55","47","54",,,
"USC00043244","FREMONT, CA US","2017-02-20",,,"1.55",,,"56","52","53",,,
"USC00043244","FREMONT, CA US","2017-02-21",,,"0.53",,,"60","51","57",,,
"USC00043244","FREMONT, CA US","2017-02-22",,,"0.28",,,"58","41","54",,,
"USC00043244","FREMONT, CA US","2017-02-23",,,"0.00",,,"54","37","52",,,
"USC00043244","FREMONT, CA US","2017-02-24",,,"0.00",,,"55","35","52",,,
"USC00043244","FREMONT, CA US","2017-02-25",,,"0.00",,,"58","37","53",,,
"USC00043244","FREMONT, CA US","2017-02-26",,,"0.00",,,"57","37","54",,,
"USC00043244","FREMONT, CA US","2017-02-27",,,"0.04",,,"55","40","53",,,
"USC00043244","FREMONT, CA US","2017-02-28",,,"0.00",,,"58","36","55",,,
"USC00043244","FREMONT, CA US","2017-03-01",,,"0.00",,,"63","41","60",,,
"USC00043244","FREMONT, CA US","2017-03-02",,,"0.00",,,"65","38","62",,,
"USC00043244","FREMONT, CA US","2017-03-03",,,"0.00",,,"66","40","60",,,
"USC00043244","FREMONT, CA US","2017-03-04",,,"0.00",,,"61","47","59",,,
"USC00043244","FREMONT, CA US","2017-03-05",,,"0.58",,,"59","43","51",,,
"USC00043244","FREMONT, CA US","2017-03-06",,,"0.13",,,"58","41","55",,,
"USC00043244","FREMONT, CA US","2017-03-07",,,"0.00",,,"60","39","59",,,
"USC00043244","FREMONT, CA US","2017-03-08",,,"0.00",,,"66","42","64",,,
"USC00043244","FREMONT, CA US","2017-03-09",,,"0.00",,,"70","48","66",,,
"USC00043244","FREMONT, CA US","2017-03-10",,,"0.00",,,"71","51","67",,,
"USC00043244","FREMONT, CA US","2017-03-11",,,"0.00",,,"71","48","63",,,
"USC00043244","FREMONT, CA US","2017-03-12",,,"0.00",,,"74","46","73",,,
"USC00043244","FREMONT, CA US","2017-03-13",,,"0.00",,,"76","45","75",,,
"USC00043244","FREMONT, CA US","2017-03-14",,,"0.00",,,"79","51","76",,,
"USC00043244","FREMONT, CA US","2017-03-15",,,"0.00",,,"76","52","61",,,
"USC00043244","FREMONT, CA US","2017-03-16",,,"0.00",,,"68","53","60",,,
"USC00043244","FREMONT, CA US","2017-03-17",,,"0.00",,,"77","45","75",,,
"USC00043244","FREMONT, CA US","2017-03-18",,,"0.00",,,"75","51","65",,,
"USC00043244","FREMONT, CA US","2017-03-19",,,"0.00",,,"68","52","62",,,
"USC00043244","FREMONT, CA US","2017-03-20",,,"0.06",,,"63","52","58",,,
"USC00043244","FREMONT, CA US","2017-03-21",,,"0.50",,,"68","56","67",,,
"USC00043244","FREMONT, CA US","2017-03-22",,,"0.45",,,"67","51","58",,,
"USC00043244","FREMONT, CA US","2017-03-23",,,"0.00",,,"62","45","60",,,
"USC00043244","FREMONT, CA US","2017-03-24",,,"0.16",,,"60","51","55",,,
"USC00043244","FREMONT, CA US","2017-03-25",,,"0.09",,,"63","50","62",,,
"USC00043244","FREMONT, CA US","2017-03-26",,,"0.00",,,"63","50","62",,,
"USC00043244","FREMONT, CA US","2017-03-27",,,"0.01",,,"62","47","60",,,
"USC00043244","FREMONT, CA US","2017-03-28",,,"0.00",,,"71","44","68",,,
"USC00043244","FREMONT, CA US","2017-03-29",,,"0.00",,,"68","48","61",,,
"USC00043244","FREMONT, CA US","2017-03-30",,,"0.00",,,"63","51","58",,,
"USC00043244","FREMONT, CA US","2017-03-31",,,"0.00",,,"71","47","71",,,
"USC00043244","FREMONT, CA US","2017-04-01",,,"0.00",,,"78","47","75",,,
"USC00043244","FREMONT, CA US","2017-04-02",,,"0.00",,,"76","50","72",,,
"USC00043244","FREMONT, CA US","2017-04-03",,,"0.00",,,"72","46","68",,,
"USC00043244","FREMONT, CA US","2017-04-04",,,"0.00",,,"72","45","71",,,
"USC00043244","FREMONT, CA US","2017-04-05",,,"0.00",,,"75","51","70",,,
"USC00043244","FREMONT, CA US","2017-04-06",,,"0.00",,,"70","55","63",,,
"USC00043244","FREMONT, CA US","2017-04-07",,,"0.56",,,"66","50","63",,,
"USC00043244","FREMONT, CA US","2017-04-08",,,"0.42",,,"63","45","53",,,
"USC00043244","FREMONT, CA US","2017-04-09",,,"0.00",,,"63","41","58",,,
"USC00043244","FREMONT, CA US","2017-04-10",,,"0.00",,,"68","41","61",,,
"USC00043244","FREMONT, CA US","2017-04-11",,,"0.01",,,"67","53","64",,,
"USC00043244","FREMONT, CA US","2017-04-12",,,"0.00",,,"68","56","67",,,
"USC00043244","FREMONT, CA US","2017-04-13",,,"0.23",,,"67","49","58",,,
"USC00043244","FREMONT, CA US","2017-04-14",,,"0.00",,,"62","41","59",,,
"USC00043244","FREMONT, CA US","2017-04-15",,,"0.00",,,"69","42","67",,,
"USC00043244","FREMONT, CA US","2017-04-16",,,"0.15",,,"67","51","52",,,
"USC00043244","FREMONT, CA US","2017-04-17",,,"0.03",,,"67","51","60",,,
"USC00043244","FREMONT, CA US","2017-04-18",,,"0.18",,,"68","53","67",,,
"USC00043244","FREMONT, CA US","2017-04-19",,,"0.00",,,"70","46","67",,,
"USC00043244","FREMONT, CA US","2017-04-20",,,"0.15",,,"68","52","64",,,
"USC00043244","FREMONT, CA US","2017-04-21",,,"0.00",,,"75","48","72",,,
"USC00043244","FREMONT, CA US","2017-04-22",,,"0.00",,,"72","47","64",,,
"USC00043244","FREMONT, CA US","2017-04-23",,,"0.00",,,"64","52","61",,,
"USC00043244","FREMONT, CA US","2017-04-24",,,"0.00",,,"62","53","59",,,
"USC00043244","FREMONT, CA US","2017-04-25",,,"0.00",,,"64","51","61",,,
"USC00043244","FREMONT, CA US","2017-04-26",,,"0.00",,,"67","55","63",,,
"USC00043244","FREMONT, CA US","2017-04-27",,,"0.00",,,"66","53","62",,,
"USC00043244","FREMONT, CA US","2017-04-28",,,"0.00",,,"70","46","69",,,
"USC00043244","FREMONT, CA US","2017-04-29",,,"0.00",,,"78","47","76",,,
"USC00043244","FREMONT, CA US","2017-04-30",,,"0.00",,,"77","49","73",,,
"USC00043244","FREMONT, CA US","2017-05-01",,,"0.00",,,"85","52","80",,,
"USC00043244","FREMONT, CA US","2017-05-02",,,"0.00",,,"87","57","82",,,
"USC00043244","FREMONT, CA US","2017-05-03",,,"0.00",,,"89","59","88",,,
"USC00043244","FREMONT, CA US","2017-05-04",,,"0.00",,,"89","57","68",,,
"USC00043244","FREMONT, CA US","2017-05-05",,,"0.00",,,"68","54","62",,,
"USC00043244","FREMONT, CA US","2017-05-06",,,"0.00",,,"63","49","61",,,
"USC00043244","FREMONT, CA US","2017-05-07",,,"0.00",,,"73","49","70",,,
"USC00043244","FREMONT, CA US","2017-05-08",,,"0.00",,,"75","50","73",,,
"USC00043244","FREMONT, CA US","2017-05-09",,,"0.00",,,"80","51","74",,,
"USC00043244","FREMONT, CA US","2017-05-11",,,"0.00",,,"67","50","67",,,
"USC00043244","FREMONT, CA US","2017-05-12",,,"0.00",,,"67","51","61",,,
"USC00043244","FREMONT, CA US","2017-05-13",,,"0.00",,,"65","46","61",,,
"USC00043244","FREMONT, CA US","2017-05-14",,,"0.00",,,"65","50","60",,,
"USC00043244","FREMONT, CA US","2017-05-15",,,"0.00",,,"66","47","61",,,
"USC00043244","FREMONT, CA US","2017-05-16",,,"0.00",,,"62","51","60",,,
"USC00043244","FREMONT, CA US","2017-05-17",,,"0.00",,,"69","51","65",,,
"USC00043244","FREMONT, CA US","2017-05-18",,,"0.00",,,"77","46","73",,,
"USC00043244","FREMONT, CA US","2017-05-19",,,"0.00",,,"84","51","83",,,
"USC00043244","FREMONT, CA US","2017-05-20",,,"0.00",,,"86","54","85",,,
"USC00043244","FREMONT, CA US","2017-05-21",,,"0.00",,,"86","56","80",,,
"USC00043244","FREMONT, CA US","2017-05-22",,,"0.00",,,"81","54","79",,,
"USC00043244","FREMONT, CA US","2017-05-23",,,"0.00",,,"80","54","72",,,
"USC00043244","FREMONT, CA US","2017-05-24",,,"0.00",,,"72","54","66",,,
"USC00043244","FREMONT, CA US","2017-05-25",,,"0.00",,,"70","54","69",,,
"USC00043244","FREMONT, CA US","2017-05-26",,,"0.00",,,"69","56","64",,,
"USC00043244","FREMONT, CA US","2017-05-27",,,"0.00",,,"68","52","66",,,
"USC00043244","FREMONT, CA US","2017-05-28",,,"0.00",,,"67","54","64",,,
"USC00043244","FREMONT, CA US","2017-05-29",,,"0.00",,,"64","53","62",,,
"USC00043244","FREMONT, CA US","2017-05-30",,,"0.00",,,"63","52","60",,,
"USC00043244","FREMONT, CA US","2017-05-31",,,"0.01",,,"70","54","68",,,
"USC00043244","FREMONT, CA US","2017-06-01",,,"0.00",,,"70","56","68",,,
"USC00043244","FREMONT, CA US","2017-06-02",,,"0.00",,,"78","52","69",,,
"USC00043244","FREMONT, CA US","2017-06-03",,,"0.00",,,"74","54","66",,,
"USC00043244","FREMONT, CA US","2017-06-04",,,"0.00",,,"69","53","66",,,
"USC00043244","FREMONT, CA US","2017-06-05",,,"0.00",,,"77","49","69",,,
"USC00043244","FREMONT, CA US","2017-06-06",,,"0.00",,,"69","52","64",,,
"USC00043244","FREMONT, CA US","2017-06-07",,,"0.00",,,"71","52","67",,,
"USC00043244","FREMONT, CA US","2017-06-08",,,"0.00",,,"69","58","69",,,
"USC00043244","FREMONT, CA US","2017-06-09",,,"0.00",,,"69","57","65",,,
"USC00043244","FREMONT, CA US","2017-06-10",,,"0.00",,,"67","46","65",,,
"USC00043244","FREMONT, CA US","2017-06-11",,,"0.00",,,"65","53","59",,,
"USC00043244","FREMONT, CA US","2017-06-12",,,"0.00",,,"68","53","65",,,
"USC00043244","FREMONT, CA US","2017-06-13",,,"0.00",,,"73","49","66",,,
"USC00043244","FREMONT, CA US","2017-06-14",,,"0.00",,,"79","53","73",,,
"USC00043244","FREMONT, CA US","2017-06-15",,,"0.00",,,"74","54","73",,,
"USC00043244","FREMONT, CA US","2017-06-16",,,"0.00",,,"82","58","75",,,
"USC00043244","FREMONT, CA US","2017-06-17",,,"0.00",,,"85","58","82",,,
"USC00043244","FREMONT, CA US","2017-06-18",,,"0.00",,,"99","66","97",,,
"USC00043244","FREMONT, CA US","2017-06-19",,,"0.00",,,"97","65","87",,,
"USC00043244","FREMONT, CA US","2017-06-20",,,"0.00",,,"87","60","80",,,
"USC00043244","FREMONT, CA US","2017-06-21",,,"0.00",,,"84","56","82",,,
"USC00043244","FREMONT, CA US","2017-06-22",,,"0.00",,,"92","65","88",,,
"USC00043244","FREMONT, CA US","2017-06-23",,,"0.00",,,"89","59","76",,,
"USC00043244","FREMONT, CA US","2017-06-24",,,"0.00",,,"76","58","73",,,
"USC00043244","FREMONT, CA US","2017-06-25",,,"0.00",,,"73","58","70",,,
"USC00043244","FREMONT, CA US","2017-06-26",,,"0.00",,,"73","58","71",,,
"USC00043244","FREMONT, CA US","2017-06-27",,,"0.00",,,"71","52","66",,,
"USC00043244","FREMONT, CA US","2017-06-28",,,"0.00",,,"70","57","67",,,
"USC00043244","FREMONT, CA US","2017-06-29",,,"0.00",,,"71","55","65",,,
"USC00043244","FREMONT, CA US","2017-06-30",,,"0.00",,,"69","55","66",,,
"USC00043244","FREMONT, CA US","2017-07-01",,,"0.00",,,"69","54","66",,,
"USC00043244","FREMONT, CA US","2017-07-02",,,"0.00",,,"76","55","72",,,
"USC00043244","FREMONT, CA US","2017-07-03",,,"0.00",,,"78","55","77",,,
"USC00043244","FREMONT, CA US","2017-07-04",,,"0.00",,,"78","56","70",,,
"USC00043244","FREMONT, CA US","2017-07-05",,,"0.00",,,"74","55","72",,,
"USC00043244","FREMONT, CA US","2017-07-06",,,"0.00",,,"84","55","83",,,
"USC00043244","FREMONT, CA US","2017-07-07",,,"0.00",,,"89","58","84",,,
"USC00043244","FREMONT, CA US","2017-07-08",,,"0.00",,,"89","61","76",,,
"USC00043244","FREMONT, CA US","2017-07-09",,,"0.00",,,"82","55","81",,,
"USC00043244","FREMONT, CA US","2017-07-10",,,"0.00",,,"81","56","73",,,
"USC00043244","FREMONT, CA US","2017-07-11",,,"0.00",,,"79","55","77",,,
"USC00043244","FREMONT, CA US","2017-07-12",,,"0.00",,,"78","56","75",,,
"USC00043244","FREMONT, CA US","2017-07-13",,,"0.00",,,"78","55","74",,,
"USC00043244","FREMONT, CA US","2017-07-14",,,"0.00",,,"81","55","81",,,
"USC00043244","FREMONT, CA US","2017-07-15",,,"0.00",,,"91","55","88",,,
"USC00043244","FREMONT, CA US","2017-07-16",,,"0.00",,,"92","61","87",,,
"USC00043244","FREMONT, CA US","2017-07-17",,,"0.00",,,"87","60","80",,,
"USC00043244","FREMONT, CA US","2017-07-18",,,"0.00",,,"80","55","68",,,
"USC00043244","FREMONT, CA US","2017-07-19",,,"0.00",,,"75","53","73",,,
"USC00043244","FREMONT, CA US","2017-07-20",,,"0.00",,,"73","55","71",,,
"USC00043244","FREMONT, CA US","2017-07-21",,,"0.00",,,"75",,"71",,,
"USC00043244","FREMONT, CA US","2017-07-22",,,"0.00",,,"90","54","88",,,
"USC00043244","FREMONT, CA US","2017-07-23",,,"0.00",,,"88","60","78",,,
"USC00043244","FREMONT, CA US","2017-07-24",,,"0.00",,,"79","56","76",,,
"USC00043244","FREMONT, CA US","2017-07-25",,,"0.00",,,"77","58","72",,,
"USC00043244","FREMONT, CA US","2017-07-26",,,"0.00",,,"78","58","76",,,
"USC00043244","FREMONT, CA US","2017-07-27",,,"0.00",,,"85","56","80",,,
"USC00043244","FREMONT, CA US","2017-07-28",,,"0.00",,,"80","55","74",,,
"USC00043244","FREMONT, CA US","2017-07-29",,,"0.00",,,"75","55","72",,,
"USC00043244","FREMONT, CA US","2017-07-30",,,"0.00",,,"78","55","76",,,
"USC00043244","FREMONT, CA US","2017-07-31",,,"0.00",,,"79","57","78",,,
"USC00043244","FREMONT, CA US","2017-08-01",,,"0.00",,,"85","55","83",,,
"USC00043244","FREMONT, CA US","2017-08-02",,,"0.00",,,"90","61","89",,,
"USC00043244","FREMONT, CA US","2017-08-03",,,"0.00",,,"89","67","79",,,
"USC00043244","FREMONT, CA US","2017-08-04",,,"0.00",,,"79","70","75",,,
"USC00043244","FREMONT, CA US","2017-08-05",,,"0.00",,,"78","60","74",,,
"USC00043244","FREMONT, CA US","2017-08-06",,,"0.00",,,"74","61","72",,,
"USC00043244","FREMONT, CA US","2017-08-07",,,"0.00",,,"73","60","65",,,
"USC00043244","FREMONT, CA US","2017-08-08",,,"0.00",,,"74","60","69",,,
"USC00043244","FREMONT, CA US","2017-08-09",,,"0.00",,,"70","59","62",,,
"USC00043244","FREMONT, CA US","2017-08-10",,,"0.00",,,"73","59","71",,,
"USC00043244","FREMONT, CA US","2017-08-11",,,"0.00",,,"76","58","73",,,
"USC00043244","FREMONT, CA US","2017-08-12",,,"0.00",,,"73","58","67",,,
"USC00043244","FREMONT, CA US","2017-08-13",,,"0.00",,,"72","56","69",,,
"USC00043244","FREMONT, CA US","2017-08-14",,,"0.00",,,"69","60","67",,,
"USC00043244","FREMONT, CA US","2017-08-15",,,"0.00",,,"69","55","68",,,
"USC00043244","FREMONT, CA US","2017-08-16",,,"0.00",,,"75","57","70",,,
"USC00043244","FREMONT, CA US","2017-08-17",,,"0.00",,,"78","59","71",,,
"USC00043244","FREMONT, CA US","2017-08-18",,,"0.00",,,"76","59","74",,,
"USC00043244","FREMONT, CA US","2017-08-19",,,"0.00",,,"76","59","73",,,
"USC00043244","FREMONT, CA US","2017-08-20",,,"0.00",,,"76","59","73",,,
"USC00043244","FREMONT, CA US","2017-08-21",,,"0.00",,,"76","62","74",,,
"USC00043244","FREMONT, CA US","2017-08-22",,,"0.00",,,"78","59","75",,,
"USC00043244","FREMONT, CA US","2017-08-23",,,"0.00",,,"76","59","73",,,
"USC00043244","FREMONT, CA US","2017-08-24",,,"0.00",,,"73","59","68",,,
"USC00043244","FREMONT, CA US","2017-08-25",,,"0.00",,,"79","55","74",,,
"USC00043244","FREMONT, CA US","2017-08-26",,,"0.00",,,"90","56","87",,,
"USC00043244","FREMONT, CA US","2017-08-27",,,"0.00",,,"89","61","89",,,
"USC00043244","FREMONT, CA US","2017-08-28",,,"0.00",,,"89","60","82",,,
"USC00043244","FREMONT, CA US","2017-08-29",,,"0.00",,,"83","59","68",,,
"USC00043244","FREMONT, CA US","2017-08-30",,,"0.00",,,"76","56","76",,,
"USC00043244","FREMONT, CA US","2017-08-31",,,"0.00",,,"90","54","90",,,
"USC00043244","FREMONT, CA US","2017-09-01",,,"0.00",,,"101","65","99",,,
"USC00043244","FREMONT, CA US","2017-09-02",,,"0.00",,,"104","69","100",,,
"USC00043244","FREMONT, CA US","2017-09-03",,,"0.00",,,"101","75","92",,,
"USC00043244","FREMONT, CA US","2017-09-04",,,"0.00",,,"94","67","81",,,
"USC00043244","FREMONT, CA US","2017-09-05",,,"0.00",,,"86","70","82",,,
"USC00043244","FREMONT, CA US","2017-09-06",,,"0.00",,,"82","63","78",,,
"USC00043244","FREMONT, CA US","2017-09-07",,,"0.00",,,"78","65","74",,,
"USC00043244","FREMONT, CA US","2017-09-08",,,"0.00",,,"74","62","71",,,
"USC00043244","FREMONT, CA US","2017-09-09",,,"0.00",,,"80","62","78",,,
"USC00043244","FREMONT, CA US","2017-09-10",,,"0.00",,,"90","60","90",,,
"USC00043244","FREMONT, CA US","2017-09-11",,,"0.00",,,"91","69","87",,,
"USC00043244","FREMONT, CA US","2017-09-12",,,"0.15",,,"87","63","82",,,
"USC00043244","FREMONT, CA US","2017-09-13",,,"0.00",,,"82","65","72",,,
"USC00043244","FREMONT, CA US","2017-09-14",,,"0.00",,,"72","63","67",,,
"USC00043244","FREMONT, CA US","2017-09-15",,,"0.00",,,"73","56","70",,,
"USC00043244","FREMONT, CA US","2017-09-16",,,"0.00",,,"76","55","71",,,
"USC00043244","FREMONT, CA US","2017-09-17",,,"0.00",,,"75","55","65",,,
"USC00043244","FREMONT, CA US","2017-09-18",,,"0.00",,,"74","62","62",,,
"USC00043244","FREMONT, CA US","2017-09-19",,,"0.00",,,"73","54","72",,,
"USC00043244","FREMONT, CA US","2017-09-20",,,"0.00",,,"72","55","67",,,
"USC00043244","FREMONT, CA US","2017-09-21",,,"0.00",,,"67","55","65",,,
"USC00043244","FREMONT, CA US","2017-09-22",,,"0.00",,,"70","51","65",,,
"USC00043244","FREMONT, CA US","2017-09-23",,,"0.00",,,"77","48","71",,,
"USC00043244","FREMONT, CA US","2017-09-24",,,"0.00",,,"81","50","77",,,
"USC00043244","FREMONT, CA US","2017-09-25",,,"0.00",,,"82","52","82",,,
"USC00043244","FREMONT, CA US","2017-09-26",,,"0.00",,,"88","54","87",,,
"USC00043244","FREMONT, CA US","2017-09-27",,,"0.00",,,"88","57","85",,,
